abstract,categories
yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahouse zhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman: #chuang2021 ,:zzz:
"Xi calls for """"to be open and confident, humble and modest."""" I SAY YES ! (If we could start with """"open"""" that would be great, because I have two-three subjects completely blocked there, thank you)"""" Me too! Back to Xinjiang. No cell phone. No exit ban. ",:thumbsup:
CICADAS BABYTHAT'S where it's atOh andthere won't be any housesthink Xinjiang 'hospitality'vocational 'training'YOU will be the 'trainee'how do you plan to decorateyour bunk,:face_vomiting:
" there's no russia imperialism id*t.. crimea population is russian, they voted back to russia.. none fired a single shot.. how can russia invade russians?! there are no concentration camps in xinjiang.. u don't even know the name.. ure running away cos u know it.. classic",:man_facepalming:
"after china sanctioned 9 uk individuals ; 4 entities, essex court chambers quickly removed a legal opinion referencing the fabricated xinjiang genocide. if companies want access to the ever growing chinese market, stop propaganding bullshit on xj. ",:thumbsup:
Do you not able to see your own logic ? you and any ers like you who are full of  who aren't even in Xinjiang ( or ever been to Xinjiang).,:shit:
" Yeah I mean, point out where Xinjiang is on a map ",:grimacing:
" Remember, when you use guys with criminal records as your eye witnesses in court, you lose your credibility.Pakistan itself is a biggest human rights violator.If you think Pakistan is a good witness, then why not take Taliban and Al Qaeda to Xinjiang next time.",:grinning:
comprehensive report  #xinjiang: a report and resource compilation sep 21 written by qiao collective,:thumbsup:
#xinjiang is so cool,:heart:
did i get it wrong? white ppl are talking about force labor of picking cotton?#xinjiang,:flushed:
" thank you for raising awareness of these sickening human rights violations, i believe your efforts will help make real change soon for people in xinjiang- thank you god bless you and your loved ones. best wishes from london, clarine",:clap:
 pls retweet #ccp #genocide #xinjiang #uyghurgenocide #ai #crime #iot #fintech #china #tech #bitcoin #beijing #ccpchina #beijing #chinacrime #carlyu #zongwenyu #fraud #huluntong ,:flag_for_China:
 Gaaawd wants Palestinians purged from the Holy Land. But Xinjiang to become an Islamo-fascist enclave. Makes perfect sense!!! ,:zany_face:
"actually mentions """"Xinjiang"""" in their annual report ",:wink:
mark for data #hongkong #taiwan #tibet #xinjiang #uyghurgenocide #ccpliedpeopledied #ccpvirus #takedowntheccp #bgy #unrestrictedbioweapon ,:point_down:
An interesting thing. #America official has never asked to visit #Xinjiang. Why,:thinking_face:
 first of all the article itself stated that it doesn't have evidence showing that the items were sourced from Xinjiang.Your argument doesn't make sense,:smile:
"""""We are proud to create workplaces in this region"""" #LAOGAI #CAI #Merkel #innovation #HumanRights #Health #HumanRightsViolations #Germany #Xinjiang #EUCO #WEF21 #EUChina  ",:arrow_right:
"the western media and politicians are so evil, what they really want is to destroy the textile industry in xinjiang, and make people in xinjiang lost their jobs! they never care about the human rights of the people in xinjiang at all! they are lying and lying! shame on them!",:rage:
 lost in xinjiang ,:fire:
 are there any problems with these celebrities calling for support for cotton in xinjiang as chinese people? does this have anything to do with freedom of speech?stop discrediting china plz.,:smiley:
 are you also just having a bad day at xinjiang? ,:thinking_face:
this is erdao bridge mosque and opens as normal. expert in xinjiang china issues? ,:clown_face:
" why the west only cares about xinjiang? what about iraq, libya, syria and other muslims countries? oh...they are already 'liberated' by freedom  ",:man_facepalming:
 @h it’s ridiculous that they reported it without actually went to xinjiang. and people in other countries believe this ,:flushed:
"I have shown you top journal publications which are authenticated and also shown your WHO findings..and none of these are Chinese..After doing this all if still, any country is doing blame game then F...After failing in propaganda now they started Xinjiang issue",:grinning:
 i also don't like to use xinjiang cotton， because i prefer to use nigger cotton. lol ,:smile:
"At the turn of the 20th century, separatists and religious extremists in and outside China, inheriting the so-called theories of “Pan-Turkism” and “Pan-Islamism” created by former colonialists, spread the word that Uygurs were the only “masters” of Xinjiang,",:arrow_down:
" Totally agree with you , i would have dropped already if they told us 2023 before, the problem their officials on social media are like robots , they're not reacting at all , they just talk about USA , xinjiang it's like a dystopian theater",:upside__down_face:
" My Chinese friend princess of China xinjiang ,I have translate into Chinese word please look at your Twitter profile messages .",:innocent:
 Visit Xinjiang and Tibet of China sometime and ask the local people the truthA fool believes only what he wants to believe,:smiley:
" Just how big is this fictitious land called Turkestan?I know East covers all of China's Xinjiang, but where is North, West and South Turkestan?Is Afghanistan part of West Turkestan? Would WTIM fight the Talibans for liberation of West Turkestan? Or Kazakhstan for North? ",:thinking_face:
 chinese diplomats are on fire. i wonder what the us side did that makes them so angry? still the hk xinjiang bullshxt#? ,:fire:
 facts about #chinese regime they will create a hell lot of good vedio from #xinjiang just to prove they are right #fraud china  #ccpvirus #ccp病毒,:flag_for_China:
" like this guy, trolling the #us  the way the west is trolling them about #xinjiang",:sweat_smile:
"i believe in """"yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahouse zhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman:"""" supremacy",:zzz:
 Happening now on UN web tv:High-level virtual event on human rights in #Xinjiang #China. 'samong the speakers. Co-sponsored by,:rotating_light:
" why you white think there's forced labor and so-called """"camps"""" in xinjiang?oh, it was what you did to the black peoples from africa when back to the 17th century.i'm sorry but no other humanity will do what you white did!",:sweat_smile:
I want to in Xinjiang.,:heart:
"amazing! today, herdsmen in tekes, xinjiang, head to their spring pastures with 120 thousand sheep and horses. tekes is a settlement of kazakhs，nearly half of them are kazakhs. ",:heart_eyes:
" yeah that’s better, at least it isn’t full of baseless lies from far-right Christian extremists and takes into context that there have been 2000 terror attacks in xinjiang since 1995. anarchists both-sidesing this issue only ends up serving US imperial motivations ",:thumbsdown:
"let's be real, _everyone_ thinks about because of our thought leadership on hot topics such as the non-existence of forced labor camps in xinjiang, the perfidy of aoc, convicted pedophile scott ritter's foreign policy, and (((soros)))!  ",:sunglasses:
  i have no problem finding locations with g. these two locations i know. one 15 min ; one is a three day trip.   ;  . anna where can i find these locations for camps in xinjiang  ,:grinning:
